LNUM	ENTREE	ORIGINE	RENVOI	DESTINATION
L0001	Abattoir	Abattoir	Métabolisme urbain	Métabolisme urbain
L0002	Abattoir	Abattoir	Nuisance	Nuisance
L0003	Abattoir	Abattoir	Services	Services
L0004	Abattoir	Abattoir	Voisinage	Voisinage
L0005	Abri	Abri	Domicile	Domicile
L0006	Abri	Abri	Logement	Logement
L0007	Abri	Abri	Maison	Maison
L0008	Accessibilité	Accessibilité	Carrefour	Carrefour
L0009	Accessibilité	Accessibilité	Centralité	Centralité
L0010	Accessibilité	Accessibilité	Communication	Communication
L0011	Accessibilité	Accessibilité	Distance	Distance
L0012	Accessibilité	Accessibilité	Infrastructures	Infrastructures
L0013	Accessibilité	Accessibilité	Transport	Transport
L0014	Acteur	Acteur	Association	Association
L0015	Acteur	Acteur	Citoyen	Citoyenneté
L0016	Acteur	Acteur	Décentralisation	Décentralisation
L0017	Acteur	Acteur	Ingénieur	Ingénieur
L0018	Acteur	Acteur	Maire	Maire
L0019	Acteur	Acteur	Promoteur	Promoteur
L0020	Acteur	Acteur	Urbaniste	Urbaniste
L0021	Adressage	Adressage	Plan	Plan
L0022	Adressage	Adressage	Rue	Rue
L0023	Adressage	Adressage	Système d'information géographique	Système d'information géographique
L0024	Advocacy planning	Advocacy planning	Acteur	Acteur
L0025	Advocacy planning	Advocacy planning	Association	Association
L0026	Advocacy planning	Advocacy planning	Planification urbaine	Planification urbaine
L0027	Advocacy planning	Advocacy planning	Urbanisme	Urbanisme
L0028	Aéroport	Aéroport	Technopôle	Technopôle
L0029	Aéroport	Aéroport	Transport	Transport
L0030	Affiche	Affiche	Mobilier urbain	Mobilier urbain
L0031	Affiche	Affiche	Paysage	Paysage
L0032	Affiche	Affiche	Rue	Rue
L0033	Agence Nationale de la Rénovation Urbaine (ANRU)	ANRU	Politique de la ville	Politique de la ville
L0034	Agence Nationale de la Rénovation Urbaine (ANRU)	ANRU	Zone urbaine sensible	Zone urbaine sensible
L0035	Agence Nationale pour l'Amélioration de l'Habitat (ANAH)	NA	Habitat	NA
L0036	Agglomération	Agglomération	Aire urbaine	Aire urbaine
L0037	Agglomération	Agglomération	Bassin d'emploi	Bassin d'emploi
L0038	Agglomération	Agglomération	Communauté d'agglomération	Communauté d'agglomération
L0039	Agglomération	Agglomération	Commune	Commune
L0040	Agglomération	Agglomération	Densité	Densité
L0041	Agglomération	Agglomération	Municipalité	Municipalité
L0042	Agglomération	Agglomération	Unité urbaine	Unité urbaine
L0043	Agglomération	Agglomération	Ville	Ville
L0044	Agora	Agora	Espace public	Espace public
L0045	Agora	Agora	Place	Place
L0046	Air	Air	Environnement	Environnement
L0047	Air	Air	Pollution atmosphérique	Pollution atmosphérique
L0048	Aire de marché, aire (ou zone) de chalandise	Aire de marché	Aire d'influence	Aire d'influence
L0049	Aire de marché, aire (ou zone) de chalandise	Aire de marché	Commerce	Commerce
L0050	Aire de marché, aire (ou zone) de chalandise	Aire de marché	Théorie des lieux centraux	Théorie des lieux centraux
L0051	Aire d'influence (ou zone d'influence)	Aire d'influence	Aire de marché	Aire de marché
L0052	Aire d'influence (ou zone d'influence)	Aire d'influence	Portée	Portée
L0053	Aire d'influence (ou zone d'influence)	Aire d'influence	Services	Services
L0054	Aire d'influence (ou zone d'influence)	Aire d'influence	Théorie des lieux centraux	Théorie des lieux centraux
L0055	Aire métropolitaine	Aire métropolitaine	Agglomération	Agglomération
L0056	Aire métropolitaine	Aire métropolitaine	Aire urbaine	Aire urbaine
L0057	Aire métropolitaine	Aire métropolitaine	Bassin d'emploi	Bassin d'emploi
L0058	Aire métropolitaine	Aire métropolitaine	Métropolisation	Métropolisation
L0059	Aire métropolitaine	Aire métropolitaine	Unité urbaine	Unité urbaine
L0060	Aire urbaine	Aire urbaine	Agglomération	Agglomération
L0061	Aire urbaine	Aire urbaine	Aire métropolitaine	Aire métropolitaine
L0062	Aire urbaine	Aire urbaine	Bassin d'emploi	Bassin d'emploi
L0063	Aire urbaine	Aire urbaine	Étalement urbain	Étalement urbain
L0064	Aire urbaine	Aire urbaine	Unité urbaine	Unité urbaine
L0065	Alignement	Alignement	Plan	Plan
L0066	Alignement	Alignement	Rue	Rue
L0067	Alignement	Alignement	Urbanisme	Urbanisme
L0068	Allée	Allée	Rue	Rue
L0069	Allée	Allée	Jardin	Jardin public
L0070	Allée	Allée	Mail	Mail
L0071	Allée	Allée	Parc	Parc
L0072	Allée	Allée	Piéton	Piéton
L0073	Allée	Allée	Promenade	Promenade
L0074	Altérité	Altérité	Civilité	Civilité
L0075	Altérité	Altérité	Citadinité	Citadinité
L0076	Ambiance urbaine	Ambiance urbaine	Bruit	Bruit
L0077	Ambiance urbaine	Ambiance urbaine	Climat	Climat
L0078	Ambiance urbaine	Ambiance urbaine	Couleur	Couleur
L0079	Ambiance urbaine	Ambiance urbaine	Nuisance	Nuisance
L0080	Ambiance urbaine	Ambiance urbaine	Nuit	Nuit
L0081	Ambiance urbaine	Ambiance urbaine	Odeur	Odeur
L0082	Ambiance urbaine	Ambiance urbaine	Paysage	Paysage
L0083	Ambiance urbaine	Ambiance urbaine	Urbanisme	Urbanisme
L0084	Aménagement du territoire	Aménagement du territoire	Armature urbaine	Armature urbaine
L0085	Aménagement du territoire	Aménagement du territoire	Décentralisation	Décentralisation
L0086	Aménagement du territoire	Aménagement du territoire	DATAR	DATAR
L0087	Aménagement du territoire	Aménagement du territoire	Équipement	Aménagement du territoire
L0088	Aménagement du territoire	Aménagement du territoire	Urbanisation	Urbanisation
L0089	Aménité	Aménité	Ambiance urbaine	Ambiance urbaine
L0090	Aménité	Aménité	Paysage	Paysage
L0091	Analyse spatiale	Analyse spatiale	Écologie urbaine	Écologie urbaine
L0092	Analyse spatiale	Analyse spatiale	Géographie urbaine	Géographie urbaine
L0093	Analyse spatiale	Analyse spatiale	Système d'information géographique urbain	Système d'information géographique
L0094	Anthropologie de l'espace	Anthropologie de l'espace	Anthropologie	Anthropologie urbaine
L0095	Anthropologie de l'espace	Anthropologie de l'espace	Maison	Maison
L0096	Anthropologie urbaine	Anthropologie urbaine	Anthropologie	Anthropologie de l'espace
L0097	Anthropologie urbaine	Anthropologie urbaine	Identité	Identité
L0098	Anthropologie urbaine	Anthropologie urbaine	Ville	Ville
L0099	Anthropologie urbaine	Anthropologie urbaine	Urbain	Urbain (l')
L0100	Aqueduc	Aqueduc	Réseau technique	Réseaux techniques
L0101	Arbre	Arbre	Aménité	Aménité
L0102	Arbre	Arbre	Environnement	Environnement
L0103	Architecture urbaine	Architecture urbaine	Urbanisme	Urbanisme
L0104	Argot	Argot	Tchatche	Tchatche
L0105	Argot	Argot	Banlieue	Banlieue
L0106	Argot	Argot	Citadinité	Citadinité
L0107	Armature urbaine	Armature urbaine	Réseau urbain	Réseau urbain
L0108	Armature urbaine	Armature urbaine	Système de villes	Système de villes
L0109	Armature urbaine	Armature urbaine	Théorie des lieux centraux	Théorie des lieux centraux
L0110	Art urbain	Art urbain	Urbanisme	Urbanisme
L0111	Artificialisation	Artificialisation	Climat	Climat
L0112	Artificialisation	Artificialisation	Écologie	Écologie
L0113	Artificialisation	Artificialisation	Développement durable	Développement durable
L0114	Assainissement	Assainissement	Égout	Égout
L0115	Assainissement	Assainissement	Environnement	Environnement
L0116	Assainissement	Assainissement	Génie urbain	Génie urbain
L0117	Assainissement	Assainissement	Pollution	Pollution atmosphérique
L0118	Assainissement	Assainissement	Réseau technique	Réseaux techniques
L0119	Association	Association	Quartier	Quartier
L0120	Association	Association	Voisinage	Voisinage
L0121	Association	Association	Municipalité	Municipalité
L0122	Association	Association	Citoyen	Citoyenneté
L0123	Association	Association	Décentralisation	Décentralisation
L0124	Association	Association	Maire	Maire
L0125	Association	Association	Promoteur	Promoteur
L0126	Association	Association	Urbanisme	Urbanisme
L0127	Association	Association	Advocacy planning	Advocacy planning
L0128	Association Foncière Urbaine (AFU)	AFU	Association	Association
L0129	Association Foncière Urbaine (AFU)	AFU	Patrimoine	Patrimoine urbain
L0130	Association Foncière Urbaine (AFU)	AFU	Foncier	Maîtrise foncière
L0131	Association Foncière Urbaine (AFU)	AFU	Restauration	Restauration
L0132	Automobile	Automobile	Péri-urbanisation	Péri-urbanisation
L0133	Automobile	Automobile	Transport	Transport
L0134	Autoroute	Autoroute	Automobile	Automobile
L0135	Autoroute	Autoroute	Pénétrante	Pénétrante
L0136	Autoroute	Autoroute	Rocade	Rocade
L0137	Autoroute	Autoroute	Transport	Transport
L0138	Autoroute	Autoroute	Voirie	Voirie
L0139	Axe	Axe	Cardo	Cardo
L0140	Axe	Axe	Circulation	Circulation
L0141	Axe	Axe	Decumanus	Decumanus
L0142	Axe	Axe	Voirie	Voirie
L0143	Badaud	Badaud	Dérive	Dérive
L0144	Badaud	Badaud	Promenade	Promenade
L0145	Banane bleue	Banane bleue	Mégalopole	Mégalopole
L0146	Banane bleue	Banane bleue	Réseau urbain	Réseau urbain
L0147	Banane bleue	Banane bleue	Système de villes	Système de villes
L0148	Banc public	Banc public	Trottoir	Trottoir
L0149	Banc public	Banc public	Mobilier urbain	Mobilier urbain
L0150	Banc public	Banc public	Espace vert	Espace vert
L0151	Banlieue	Banlieue	Faubourg	Faubourg
L0152	Banlieue	Banlieue	Péri-urbanisation	Péri-urbanisation
L0153	Barre	Barre	Grand ensemble	Grand ensemble
L0154	Barre	Barre	Immobilier	Immeuble
L0155	Barrière	Barrière	Zone	Zone, zonage, zoning
L0156	Barrière	Barrière	Modèle gravitaire	Modèle
L0157	Barrière	Barrière	Ségrégation	Ségrégation
L0158	Base économique	Base économique	Fonction urbaine	Fonction urbaine
L0159	Base économique	Base économique	Spécialisation	Base économique
L0160	Bassin d'emploi	Bassin d'emploi	Aire métropolitaine	Aire métropolitaine
L0161	Bassin d'emploi	Bassin d'emploi	Aire urbaine	Aire urbaine
L0162	Bassin d'emploi	Bassin d'emploi	Aire d'influence	Aire d'influence
L0163	Bastide	Bastide	Ville nouvelle	Ville nouvelle
L0164	Berge	Berge	Eau	Eau
L0165	Berge	Berge	Environnement	Environnement
L0166	Berge	Berge	Tourisme	Tourisme
L0167	Bicyclette	Bicyclette	Piste cyclable	Piste cyclable
L0168	Bicyclette	Bicyclette	Transport	Transport
L0169	Bidonville	Bidonville	Habitat	Habitat
L0170	Bidonville	Bidonville	Maison	Maison
L0171	Bombardement	Bombardement	Guerre	Guerre
L0172	Bombardement	Bombardement	Patrimoine	Patrimoine urbain
L0173	Bombardement	Bombardement	Urbanisme	Urbanisme
L0174	Bouchon	Bouchon	Circulation	Circulation
L0175	Bouchon	Bouchon	Vitesse	Vitesse
L0176	Bouchon	Bouchon	Voirie	Voirie
L0177	Boulevard	Boulevard	Axe	Axe
L0178	Boulevard	Boulevard	Rue	Rue
L0179	Boulevard	Boulevard	Voirie	Voirie
L0180	Boulevard	Boulevard	Urbanisme	Urbanisme
L0181	Bourg	Bourg	Ville	Ville
L0182	Bourgeois	Bourgeois	Population	Population
L0183	Bourgeois	Bourgeois	Ville	Ville
L0184	Bourse	Bourse	Fonction urbaine	Fonction urbaine
L0185	Bourse	Bourse	Marché	Marché
L0186	Bretelle	Bretelle	Autoroute	Autoroute
L0187	Bretelle	Bretelle	Voirie	Voirie
L0188	Bruit	Bruit	Ambiance urbaine	Ambiance urbaine
L0189	Bruit	Bruit	Nuisance	Nuisance
L0190	BTP (industries du bâtiment et des travaux publics)	BTP	Logement	Logement
L0191	BTP (industries du bâtiment et des travaux publics)	BTP	Ingénieur	Ingénieur
L0192	BTP (industries du bâtiment et des travaux publics)	BTP	Promoteur	Promoteur
L0193	BTP (industries du bâtiment et des travaux publics)	BTP	Voirie	Voirie
L0194	Budget	Budget	Fiscalité	Fiscalité
L0195	Budget	Budget	Municipalité	Municipalité
L0196	Budget	Budget	Gouvernance	Gouvernance urbaine
L0197	Cadastre	Cadastre	Parcellaire	Parcellaire
L0198	Cadastre	Cadastre	Propriétaire	Propriétaire
L0199	Cadastre	Cadastre	Fiscalité	Fiscalité
L0200	Café	Café	Quartier	Quartier
L0201	Café	Café	Grand ensemble	Grand ensemble
L0202	Café	Café	HLM	HLM
L0203	Café	Café	Service	Services
L0204	Capitale	Capitale	Centralité	Centralité
L0205	Capitale	Capitale	Citoyen	Citoyenneté
L0206	Capitale	Capitale	État	Capitale
L0207	Capitale	Capitale	Métropole	Métropole
L0208	Capitale	Capitale	Fonction urbaine	Fonction urbaine
L0209	Cardo	Cardo	Decumanus	Decumanus
L0210	Cardo	Cardo	Cité antique	Cité antique
L0211	Carnaval	Carnaval	Fête	Fête
L0212	Carnaval	Carnaval	Quartier	Quartier
L0213	Carnaval	Carnaval	Identité	Identité
L0214	Carrefour	Carrefour	Accessibilité	Accessibilité
L0215	Carrefour	Carrefour	Centralité	Centralité
L0216	Carrefour	Carrefour	Circulation	Circulation
L0217	Carrefour	Carrefour	Communication	Communication
L0218	Carte	Carte	Cadastre	Cadastre
L0219	Carte	Carte	Plan	Plan
L0220	Carte	Carte	Système d'information géographique	Système d'information géographique
L0221	Carte communale	Carte communale	Documents d'urbanisme	Document d'urbanisme
L0222	Carte communale	Carte communale	Loi SRU	SRU
L0223	Carte communale	Carte communale	PLU	PLU
L0224	Carte communale	Carte communale	POS	POS
L0225	Carte communale	Carte communale	SCOT	SCOT
L0226	Carte communale	Carte communale	Urbanisme	Urbanisme
L0227	Caserne	Caserne	Incendie	Incendie
L0228	Caserne	Caserne	Police	Police
L0229	Caserne	Caserne	Guerre	Guerre
L0230	Cathédrale	Cathédrale	Identité	Identité
L0231	Cathédrale	Cathédrale	Architecture	Architecture urbaine
L0232	Cathédrale	Cathédrale	Symbolique	Cathédrale
L0233	Cathédrale	Cathédrale	Monument	Monument
L0234	Cathédrale	Cathédrale	Paroisse	Paroisse
L0235	CBD	CBD	Centre	Centre
L0236	CBD	CBD	Fonction urbaine	Fonction urbaine
L0237	CBD	CBD	Downtown	Downtown
L0238	Centralité	Centralité	Accessibilité	Accessibilité
L0239	Centralité	Centralité	Centre	Centre
L0240	Centralité	Centralité	Fonction urbaine	Fonction urbaine
L0241	Centralité	Centralité	Hiérarchie urbaine	Hiérarchie
L0242	Centralité	Centralité	Polycentrisme	Centralité
L0243	Centralité	Centralité	Réseau	Réseau
L0244	Centralité	Centralité	Théorie des lieux centraux	Théorie des lieux centraux
L0245	Centre	Centre	CBD	CBD
L0246	Centre	Centre	Centralité	Centralité
L0247	Centre	Centre	Downtown	Downtown
L0248	Centre	Centre	Périphérie	Périphérie
L0249	Certificat d'urbanisme	Certificat d'urbanisme	P.L.U.	PLU
L0250	Certificat d'urbanisme	Certificat d'urbanisme	P.O.S.	POS
L0251	Certificat d'urbanisme	Certificat d'urbanisme	Documents d'urbanisme	Document d'urbanisme
L0252	Certificat d'urbanisme	Certificat d'urbanisme	Permis de construire	Permis de construire
L0253	Champ urbain	Champ urbain	Accessibilité	Accessibilité
L0254	Champ urbain	Champ urbain	Centre	Centre
L0255	Champ urbain	Champ urbain	Densité	Densité
L0256	Champ urbain	Champ urbain	Flux	Flux
L0257	Champ urbain	Champ urbain	Gradient	Gradient
L0258	Champ urbain	Champ urbain	Péri-urbanisation	Péri-urbanisation
L0259	Champ urbain	Champ urbain	Zone d'influence	Aire d'influence
L0260	Chaos	Chaos	Urbanisme	Urbanisme
L0261	Charge foncière	Charge foncière	Parcellaire	Parcellaire
L0262	Charge foncière	Charge foncière	PLU	PLU
L0263	Charge foncière	Charge foncière	Promoteur	Promoteur
L0264	Charge foncière	Charge foncière	Rente	Rente
L0265	Charge foncière	Charge foncière	Spéculation	Spéculation
L0266	Charme	Charme	Ambiance	Ambiance urbaine
L0267	Charme	Charme	Aménité	Aménité
L0268	Charme	Charme	Paysage	Paysage
L0269	Charme	Charme	Sens	Sens
L0270	Charme	Charme	Rue	Rue
L0271	Charte d'Athènes (La)	Charte d'Athènes	Ciam	Ciam
L0272	Charte d'Athènes (La)	Charte d'Athènes	Urbanisme	Urbanisme
L0273	Charte de Venise (La)	Charte de Venise	Patrimoine	Patrimoine urbain
L0274	Charte de Venise (La)	Charte de Venise	Urbanisme	Urbanisme
L0275	Chauffage	Chauffage	Environnement	Environnement
L0276	Chauffage	Chauffage	Déchet	Déchet ménager
L0277	Chauffage	Chauffage	Pollution atmosphérique	Pollution atmosphérique
L0278	Chauffage	Chauffage	Génie urbain	Génie urbain
L0279	Ciam	Ciam	Charte d'Athènes	Charte d'Athènes
L0280	Ciam	Ciam	Urbanisme	Urbanisme
L0281	Cimetière	Cimetière	Promenade	Promenade
L0282	Cimetière	Cimetière	Espace vert	Espace vert
L0283	Cimetière	Cimetière	Monument	Monument
L0284	Cinéma	Cinéma	Commerce	Commerce
L0285	Cinéma	Cinéma	Image	Image
L0286	Cinéma	Cinéma	Loisir	Loisir
L0287	Cinéma	Cinéma	Représentation	Représentation
L0288	Cinéma	Cinéma	Science-fiction	Science-fiction
L0289	Cinéma	Cinéma	Service	Services
L0290	Circulation	Circulation	Automobile	Automobile
L0291	Circulation	Circulation	Mobilité	Mobilité
L0292	Circulation	Circulation	Bicyclette	Bicyclette
L0293	Circulation	Circulation	Péage	Péage
L0294	Circulation	Circulation	Transport	Transport
L0295	Circulation	Circulation	Voirie	Voirie
L0296	Citadinité	Citadinité	Agora	Agora
L0297	Citadinité	Citadinité	Citoyenneté	Citoyenneté
L0298	Citadinité	Citadinité	Civilisation urbaine	Civilisation urbaine
L0299	Citadinité	Citadinité	Forum	Forum
L0300	Citadinité	Citadinité	Sociabilité	Citadinité
L0301	Citadinité	Citadinité	Urbanité	Urbanité
L0302	Cité	Cité	Citadinité	Citadinité
L0303	Cité	Cité	Citoyenneté	Citoyenneté
L0304	Cité antique	Cité antique	Histoire urbaine	Histoire urbaine
L0305	Cité antique	Cité antique	Ville	Ville
L0306	Cité idéale	Cité idéale	Utopie	Utopie
L0307	Cité idéale	Cité idéale	Ville	Ville
L0308	Cité-jardin	Cité-jardin	Hygiènisme	Hygiénisme
L0309	Cité-jardin	Cité-jardin	Urbanisme	Urbanisme
L0310	Cité linéaire	Cité linéaire	Urbanisme	Urbanisme
L0311	Cité radieuse (La)	Cité radieuse	Ciam	Ciam
L0312	Città diffusa	Città diffusa	Étalement urbain	Étalement urbain
L0313	Città diffusa	Città diffusa	Limite	Limite
L0314	Città diffusa	Città diffusa	Urbain	Urbain (l')
L0315	Città diffusa	Città diffusa	Urban sprawl	Urban sprawl
L0316	Città diffusa	Città diffusa	Zwischenstadt	Zwischenstadt
L0317	Citoyenneté	Citoyenneté	Citadinité	Citadinité
L0318	Citoyenneté	Citoyenneté	Exclusion	Exclusion
L0319	Citoyenneté	Citoyenneté	Urbanité	Urbanité
L0320	Civilisation urbaine	Civilisation urbaine	Civilité	Civilité
L0321	Civilisation urbaine	Civilisation urbaine	Urbanisation	Urbanisation
L0322	Civilité	Civilité	Citadinité	Citadinité
L0323	Civilité	Civilité	Police	Police
L0324	Civilité	Civilité	Insécurité	Insécurité
L0325	Civilité	Civilité	Violence urbaine	Violence urbaine
L0326	Civilité	Civilité	Droit à la ville	Droit à la ville
L0327	Climat	Climat	Ambiance urbaine	Ambiance urbaine
L0328	Climat	Climat	Environnement	Environnement
L0329	Coefficient d'occupation des sols (COS)	COS	PLU	PLU
L0330	Coefficient d'occupation des sols (COS)	COS	Droit de l'urbanisme	Droit de l'urbanisme
L0331	Coefficient d'occupation des sols (COS)	COS	Prix foncier	Prix foncier et immobilier
L0332	Coefficient d'occupation des sols (COS)	COS	Promoteur	Promoteur
L0333	Commerce	Commerce	Centralité	Centralité
L0334	Commerce	Commerce	Fonction urbaine	Fonction urbaine
L0335	Commerce	Commerce	Marché	Marché
L0336	Commerce	Commerce	Théorie des lieux centraux	Théorie des lieux centraux
L0337	Commerce	Commerce	Spécialisation	Commerce
L0338	Communauté d'agglomération	Communauté d'agglomération	Agglomération	Agglomération
L0339	Communauté d'agglomération	Communauté d'agglomération	Commune	Commune
L0340	Communauté d'agglomération	Communauté d'agglomération	Communauté urbaine	Communauté urbaine
L0341	Communauté d'agglomération	Communauté d'agglomération	Fiscalité	Fiscalité
L0342	Communauté d'agglomération	Communauté d'agglomération	Gouvernance	Gouvernance urbaine
L0343	Communauté fermée	Communauté fermée	Enclave résidentielle	Enclave résidentielle
L0344	Communauté fermée	Communauté fermée	Gated community	Communauté fermée
L0345	Communauté fermée	Communauté fermée	Lotissement	Lotissement
L0346	Communauté fermée	Communauté fermée	Espace public	Espace public
L0347	Communauté fermée	Communauté fermée	Ségrégation	Ségrégation
L0348	Communauté urbaine	Communauté urbaine	Agglomération	Agglomération
L0349	Communauté urbaine	Communauté urbaine	Communauté d'agglomération	Communauté d'agglomération
L0350	Communauté urbaine	Communauté urbaine	Gouvernance	Gouvernance urbaine
L0351	Communauté urbaine	Communauté urbaine	Municipalité	Municipalité
L0352	Commune	Commune	Maire	Maire
L0353	Commune	Commune	Municipalité	Municipalité
L0354	Communication	Communication	Fonction urbaine	Fonction urbaine
L0355	Communication	Communication	Mobilité	Mobilité
L0356	Communication	Communication	Marketing urbain	Marketing urbain
L0357	Communication	Communication	Technopôle	Technopôle
L0358	Concertation	Concertation	Acteur	Acteur
L0359	Concertation	Concertation	Citoyenneté	Citoyenneté
L0360	Concertation	Concertation	Droit à la ville	Droit à la ville
L0361	Concertation	Concertation	Participation	Participation
L0362	Concertation	Concertation	Projet urbain	Projet urbain
L0363	Confort	Confort	Logement	Logement
L0364	Conseil d'architecture, d'urbanisme et d'environnement (CAUE)	CAUE	Urbanisme	Urbanisme
L0365	Conseil d'architecture, d'urbanisme et d'environnement (CAUE)	CAUE	Environnement	Environnement
L0366	Conseil d'architecture, d'urbanisme et d'environnement (CAUE)	CAUE	Décentralisation	Décentralisation
L0367	Contraction de l'espace-temps	Contraction de l'espace-temps	Espace urbain	Espace urbain
L0368	Contraction de l'espace-temps	Contraction de l'espace-temps	Système de villes	Système de villes
L0369	Contraction de l'espace-temps	Contraction de l'espace-temps	Temporalité	Temporalité
L0370	Contraction de l'espace-temps	Contraction de l'espace-temps	Vitesse	Vitesse
L0371	Contrat d'agglomération	Contrat d'agglomération	Agglomération	Agglomération
L0372	Contrat d'agglomération	Contrat d'agglomération	Communauté urbaine	Communauté urbaine
L0373	Contrat d'agglomération	Contrat d'agglomération	Documents d'urbanisme	Document d'urbanisme
L0374	Contrat d'agglomération	Contrat d'agglomération	Politique de la ville	Politique de la ville
L0375	Contrat d'agglomération	Contrat d'agglomération	Gouvernance urbaine	Gouvernance urbaine
L0376	Contre-urbanisation	Contre-urbanisation	Déclin urbain	Déclin urbain
L0377	Contre-urbanisation	Contre-urbanisation	Déconcentration	Déconcentration
L0378	Contre-urbanisation	Contre-urbanisation	Étalement urbain	Étalement urbain
L0379	Contre-urbanisation	Contre-urbanisation	Métropolisation	Métropolisation
L0380	Contre-urbanisation	Contre-urbanisation	Urban sprawl	Urban sprawl
L0381	Conurbation	Conurbation	Agglomération	Agglomération
L0382	Conurbation	Conurbation	Aire métropolitaine	Aire métropolitaine
L0383	Couleur	Couleur	Art urbain	Art urbain
L0384	Couleur	Couleur	Ambiance urbaine	Ambiance urbaine
L0385	Couleur	Couleur	Mobilier urbain	Mobilier urbain
L0386	Couleur	Couleur	Tag	Tag
L0387	Couleur	Couleur	Patrimoine	Patrimoine urbain
L0388	Croissance urbaine	Croissance urbaine	Développement durable	Développement durable
L0389	Croissance urbaine	Croissance urbaine	Urbanisation	Urbanisation
L0390	Cyberespace	Cyberespace	Communication	Communication
L0391	Cyberespace	Cyberespace	Informatique	Informatique
L0392	Cyberespace	Cyberespace	Télécommunication	Télécommunication
L0393	DATAR	DATAR	Aménagement du territoire	Aménagement du territoire
L0394	DATAR	DATAR	Métropole d'équilibre	Métropole d'équilibre
L0395	DATAR	DATAR	Réseau de villes	Réseau urbain
L0396	Décentralisation	Décentralisation	Aménagement du territoire	Aménagement du territoire
L0397	Décentralisation	Décentralisation	Permis de construire	Permis de construire
L0398	Décentralisation	Décentralisation	Pouvoir	Décentralisation
L0399	Déchet ménager	Déchet ménager	Commune	Commune
L0400	Déchet ménager	Déchet ménager	Environnement	Environnement
L0401	Déchet ménager	Déchet ménager	Poubelle	Poubelle
L0402	Déclin urbain	Déclin urbain	Contre-urbanisation	Contre-urbanisation
L0403	Déclin urbain	Déclin urbain	Déconcentration	Déconcentration
L0404	Déclin urbain	Déclin urbain	Étalement urbain	Étalement urbain
L0405	Déconcentration	Déconcentration	Déclin urbain	Déclin urbain
L0406	Déconcentration	Déconcentration	Edge city	Edge city
L0407	Déconcentration	Déconcentration	Métropolisation	Métropolisation
L0408	Decumanus	Decumanus	Cardo	Cardo
L0409	Decumanus	Decumanus	Cité antique	Cité antique
L0410	Decumanus	Decumanus	Voirie	Voirie
L0411	Densité	Densité	Développement durable	Développement durable
L0412	Densité	Densité	Fractale	Fractale
L0413	Densité	Densité	Gradient	Gradient
L0414	Densité	Densité	Morphologie	Morphologie
L0415	Dérive	Dérive	Badaud	Badaud
L0416	Dérive	Dérive	Promenade	Promenade
L0417	Dérive	Dérive	Urbanisme	Urbanisme
L0418	Développement durable	Développement durable	Croissance urbaine	Croissance urbaine
L0419	Développement durable	Développement durable	Écologie urbaine	Écologie urbaine
L0420	Développement durable	Développement durable	Environnement	Environnement
L0421	Développement durable	Développement durable	Ville durable	Ville durable
L0422	Discontinuité	Discontinuité	Barrière	Barrière
L0423	Discontinuité	Discontinuité	Limite	Limite
L0424	Discrimination	Discrimination	Citoyenneté	Citoyenneté
L0425	Discrimination	Discrimination	Exclusion	Exclusion
L0426	Discrimination	Discrimination	Politique de la ville	Politique de la ville
L0427	Discrimination	Discrimination	Ségrégation	Ségrégation
L0428	Disparité	Disparité	Droit à la ville	Droit à la ville
L0429	Disparité	Disparité	Ségrégation	Ségrégation
L0430	Distance	Distance	Accessibilité	Accessibilité
L0431	Distance	Distance	Barrière	Barrière
L0432	Distance	Distance	Communication	Communication
L0433	Distance	Distance	Flux	Flux
L0434	Distance	Distance	Gradient	Gradient
L0435	Distance	Distance	Information	Information
L0436	Distance	Distance	Interaction	Distance
L0437	Distance	Distance	Mobilité	Mobilité
L0438	Distance	Distance	Portée	Portée
L0439	Distance	Distance	Théorie des lieux centraux	Théorie des lieux centraux
L0440	District	District	Communauté d'agglomération	Communauté d'agglomération
L0441	Division spatiale	Division spatiale	Îlot	Îlot
L0442	Division spatiale	Division spatiale	Quartier	Quartier
L0443	Division spatiale	Division spatiale	Parcellaire	Parcellaire
L0444	Division spatiale	Division spatiale	Discontinuité	Discontinuité
L0445	Division spatiale	Division spatiale	Système d'information géographique	Système d'information géographique
L0446	Document d'urbanisme	Document d'urbanisme	Planification urbaine	Planification urbaine
L0447	Document d'urbanisme	Document d'urbanisme	PDU	PDU
L0448	Document d'urbanisme	Document d'urbanisme	PLU	PLU
L0449	Document d'urbanisme	Document d'urbanisme	POS	POS
L0450	Document d'urbanisme	Document d'urbanisme	Schéma directeur	Schéma directeur
L0451	Document d'urbanisme	Document d'urbanisme	SCOT	SCOT
L0452	Document d'urbanisme	Document d'urbanisme	ZAC	ZAC
L0453	Document d'urbanisme	Document d'urbanisme	Urbanisme	Urbanisme
L0454	Domaine public	Domaine public	Commune	Commune
L0455	Domaine public	Domaine public	Droit à la ville	Droit à la ville
L0456	Domaine public	Domaine public	Espace public	Espace public
L0457	Domicile	Domicile	Habitat	Habitat
L0458	Domicile	Domicile	Logement	Logement
L0459	Domicile	Domicile	Maison	Maison
L0460	Downtown	Downtown	CBD	CBD
L0461	Doxa	Doxa	Citadin	Doxa
L0462	Doxa	Doxa	Urbanité	Urbanité
L0463	Drogue	Drogue	Insécurité	Insécurité
L0464	Drogue	Drogue	Grand ensemble	Grand ensemble
